Nr	MaxOlig	Time	Score
0	53	00:00:01.9041317	9,54717
1	54	00:00:01.3193582	9,296296
2	55	00:00:01.0188206	9,218182
3	56	00:00:01.0524384	8,964286
4	56	00:00:01.0988441	8,928572
5	57	00:00:01.0925511	8,824561
6	57	00:00:01.1152895	8,77193
7	58	00:00:01.3011176	8,689655
8	59	00:00:01.1145127	8,576271
9	59	00:00:00.9430469	8,491526
10	60	00:00:00.9202778	8,466666
11	60	00:00:00.9954024	8,383333
12	60	00:00:00.9527428	8,333333
13	62	00:00:00.9785314	8,209678
14	61	00:00:00.9497455	8,311476
15	62	00:00:00.9844721	8,145162
16	62	00:00:00.9507751	8,080646
17	62	00:00:01.0008280	8,112904
18	64	00:00:00.9886139	7,921875
19	63	00:00:00.9735562	8
20	64	00:00:01.0143348	7,84375
21	65	00:00:01.0031343	7,8
22	65	00:00:01.0011675	7,707692
23	66	00:00:01.0388117	7,606061
24	66	00:00:01.0314969	7,666667
25	67	00:00:01.0565268	7,507463
26	67	00:00:01.0465732	7,462687
27	68	00:00:01.0661328	7,485294
28	68	00:00:01.0347602	7,470588
29	68	00:00:01.0682893	7,485294
30	67	00:00:01.0888289	7,537313
31	68	00:00:01.0728273	7,382353
32	68	00:00:01.0418435	7,382353
33	69	00:00:01.0629331	7,376812
34	69	00:00:01.0455657	7,347826
35	69	00:00:01.2228298	7,318841
36	69	00:00:01.1028767	7,304348
37	69	00:00:01.0519260	7,347826
38	69	00:00:01.0626166	7,304348
39	69	00:00:01.0631265	7,275362
40	70	00:00:01.0999694	7,271429
41	68	00:00:01.0758369	7,352941
42	69	00:00:01.0898039	7,304348
43	69	00:00:01.0530316	7,304348
44	69	00:00:01.2335475	7,304348
45	70	00:00:01.0961022	7,271429
46	70	00:00:01.1411807	7,257143
47	70	00:00:01.1349920	7,214286
48	69	00:00:01.1118899	7,246377
49	70	00:00:01.1120886	7,2
50	70	00:00:01.0830560	7,185714
51	70	00:00:01.1296358	7,242857
52	70	00:00:01.0573918	7,2
53	69	00:00:01.1352843	7,26087
54	71	00:00:01.1068391	7,112676
55	71	00:00:01.1529526	7,112676
56	72	00:00:01.1358196	7,027778
57	71	00:00:01.1126313	7,112676
58	71	00:00:01.1633599	7,070423
59	72	00:00:01.1684566	7,041667
60	73	00:00:01.1773798	6,890411
61	74	00:00:01.1567483	6,810811
62	73	00:00:01.1677000	6,931507
63	74	00:00:01.2260718	6,810811
64	73	00:00:01.1265987	6,876712
65	74	00:00:01.1626805	6,797297
66	74	00:00:01.1401498	6,824324
67	75	00:00:01.1431524	6,786667
68	75	00:00:01.1283878	6,746666
69	75	00:00:01.1347719	6,773334
70	75	00:00:01.1722170	6,706666
71	73	00:00:01.1494549	6,890411
72	74	00:00:01.1206707	6,824324
73	74	00:00:01.1188623	6,77027
74	74	00:00:01.1459765	6,810811
75	73	00:00:01.1215430	6,890411
76	74	00:00:01.1758666	6,797297
77	74	00:00:01.1169254	6,824324
78	75	00:00:01.1216288	6,76
79	75	00:00:01.1487496	6,786667
80	75	00:00:01.1398781	6,786667
81	75	00:00:01.1322340	6,706666
82	73	00:00:01.1621542	6,972603
83	76	00:00:01.1694841	6,68421
84	77	00:00:01.2733417	6,584415
85	77	00:00:01.2752539	6,571429
86	77	00:00:01.3166060	6,532467
87	78	00:00:01.3622494	6,525641
88	76	00:00:01.2407695	6,618421
89	74	00:00:01.5078568	6,77027
90	76	00:00:01.2875878	6,631579
91	76	00:00:01.6488344	6,631579
92	76	00:00:01.7602087	6,68421
93	73	00:00:01.4933771	6,876712
94	76	00:00:01.1277909	6,68421
95	75	00:00:01.1442896	6,72
96	77	00:00:01.0730132	6,597403
97	74	00:00:01.0878678	6,851351
98	79	00:00:01.1100593	6,43038
99	79	00:00:01.3009189	6,417722
100	78	00:00:01.0806741	6,474359
101	78	00:00:01.3381736	6,461538
102	79	00:00:01.6862848	6,405063
103	77	00:00:01.2159346	6,506494
104	78	00:00:01.6838853	6,410256
105	77	00:00:01.4747174	6,571429
106	79	00:00:01.6116159	6,392405
107	79	00:00:01.5866865	6,405063
108	77	00:00:01.3018250	6,519481
109	77	00:00:02.0969635	6,506494
110	78	00:00:02.0310544	6,410256
111	76	00:00:01.2503270	6,644737
112	73	00:00:01.2976105	6,931507
113	77	00:00:01.0823528	6,506494
114	79	00:00:01.1893529	6,43038
115	76	00:00:01.1166516	6,68421
116	77	00:00:01.0787865	6,545455
117	80	00:00:01.1316461	6,25
118	80	00:00:01.1386925	6,2875
119	80	00:00:01.1142870	6,275
120	81	00:00:01.1089899	6,271605
121	79	00:00:01.1550578	6,379747
122	81	00:00:01.1227956	6,197531
123	81	00:00:01.1318691	6,234568
124	81	00:00:01.12
